Plantname,Category,Unit,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10,Wiki link,Evidence (Source text/Sentence)
Hydrangea_macrophylla,Shrub,m,2.0,2.5,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hydrangea_macrophylla,It is a deciduous shrub growing to 2 m ( 7 ft ) tall by 2.5 m ( 8 ft ) broad with large head of pink or blue flower in summer and autumn .
Hydrangea_quercifolia,Shrub,ft,3.0,12.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hydrangea_quercifolia,== Description == Hydrangea quercifolia is a coarse-textured deciduous shrub growing to 3–12 foot ( 0.91–3.66 m ) tall with an open crown .
Hydrangea_quercifolia,Shrub,m,0.91,3.66,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hydrangea_quercifolia,== Description == Hydrangea quercifolia is a coarse-textured deciduous shrub growing to 3–12 foot ( 0.91–3.66 m ) tall with an open crown .
Hydrangea_quercifolia,Shrub,in,3.0,5.0,6.0,12.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hydrangea_quercifolia,=== Flowers === Hydrangea quercifolia flower are borne in erect panicle 6–12 in ( 15.2–30.5 cm ) tall and 3–5 in ( 7.6–12.7 cm ) wide at branch tip .
Hydrangea_quercifolia,Shrub,cm,7.6,12.7,15.2,30.5,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hydrangea_quercifolia,=== Flowers === Hydrangea quercifolia flower are borne in erect panicle 6–12 in ( 15.2–30.5 cm ) tall and 3–5 in ( 7.6–12.7 cm ) wide at branch tip .
Hypericum_calycinum,Perennial,m,1.0,1.0,2.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Hypericum_calycinum,"== Description == It is a low , creeping , woody shrub ( classified a a subshrub or shrublet ) to about 1 m tall and 1–2 m wide but often smaller ."
Ilex_decidua,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ilex_decidua,x
Ilex_vomitoria,Shrub,m,5.0,9.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ilex_vomitoria,"== Description == Yaupon holly is an evergreen shrub or small tree reaching 5–9 meter tall , with smooth , light gray bark and slender , hairy shoot ."
Ilex_vomitoria,Shrub,m,1.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ilex_vomitoria,These include : 'Folsom Weeping ' – weeping cultivar 'Grey 's Littleleaf'/'Grey 's Weeping ' – weeping cultivar 'Nana'/'Compacta ' – dwarf female clone usually remaining below 1 m in height .
Ilex_vomitoria,Shrub,m,0.6,1.2,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Ilex_vomitoria,'Schilling 's Dwarf'/'Stokes Dwarf ' – dwarf male clone that grows no more than 0.6 m tall and 1.2 m wide .
Jasminum_officinale,Vine,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Jasminum_officinale,x
Juniperus_horizontalis,Shrub,cm,10.0,30.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Juniperus_horizontalis,"It life up to both it scientific and common name , reaching only 10–30 cm tall but often spreading several metre wide ."
Juniperus_scopulorum,Tree,m,10.0,20.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Juniperus_scopulorum,"== Description == It is a medium tree reaching 10–20 m tall in the wild , with a trunk up to 300 mm ( rarely 600 mm ) diameter ."
Juniperus_virginiana,Shrub,cm,30.0,100.0,170.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Juniperus_virginiana,"== Description == Juniperus virginiana is a dense slow-growing coniferous evergreen tree that may never become more than a bush on poor soil , but is ordinarily from 5–20 m or 16–66 ft tall , with a short trunk 30–100 cm or 12–39 inch in diameter ( rarely to 27 m or 89 ft in height , and 170 cm or 67 inch in diameter ."
Juniperus_virginiana,Shrub,ft,16.0,66.0,89.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Juniperus_virginiana,"== Description == Juniperus virginiana is a dense slow-growing coniferous evergreen tree that may never become more than a bush on poor soil , but is ordinarily from 5–20 m or 16–66 ft tall , with a short trunk 30–100 cm or 12–39 inch in diameter ( rarely to 27 m or 89 ft in height , and 170 cm or 67 inch in diameter ."
Juniperus_virginiana,Shrub,m,5.0,20.0,27.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Juniperus_virginiana,"== Description == Juniperus virginiana is a dense slow-growing coniferous evergreen tree that may never become more than a bush on poor soil , but is ordinarily from 5–20 m or 16–66 ft tall , with a short trunk 30–100 cm or 12–39 inch in diameter ( rarely to 27 m or 89 ft in height , and 170 cm or 67 inch in diameter ."
Juniperus_virginiana,Shrub,cm,30.0,100.0,170.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Juniperus_virginiana,"== Description == Juniperus virginiana is a dense slow-growing coniferous evergreen tree that may never become more than a bush on poor soil , but is ordinarily from 5–20 m or 16–66 ft tall , with a short trunk 30–100 cm or 12–39 inch in diameter ( rarely to 27 m or 89 ft in height , and 170 cm or 67 inch in diameter ."
Juniperus_virginiana,Shrub,ft,16.0,66.0,89.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Juniperus_virginiana,"== Description == Juniperus virginiana is a dense slow-growing coniferous evergreen tree that may never become more than a bush on poor soil , but is ordinarily from 5–20 m or 16–66 ft tall , with a short trunk 30–100 cm or 12–39 inch in diameter ( rarely to 27 m or 89 ft in height , and 170 cm or 67 inch in diameter ."
Juniperus_virginiana,Shrub,m,5.0,20.0,27.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Juniperus_virginiana,"== Description == Juniperus virginiana is a dense slow-growing coniferous evergreen tree that may never become more than a bush on poor soil , but is ordinarily from 5–20 m or 16–66 ft tall , with a short trunk 30–100 cm or 12–39 inch in diameter ( rarely to 27 m or 89 ft in height , and 170 cm or 67 inch in diameter ."
Lagerstroemia_indica,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lagerstroemia_indica,x
Lantana_camara,Perennial,m,2.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lantana_camara,== Description == Lantana camara is a small perennial shrub which can grow to around 2 m tall and form dense thicket in a variety of environment .
Lantana_urticoides,Perennial,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lantana_urticoides,x
Lavandula_angustifolia,Herb,ft,3.3,6.6,6.6,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,== Growth == It is a strongly aromatic shrub growing a high a 1 to 2 metre ( 3.3 to 6.6 ft ) tall .
Lavandula_angustifolia,Herb,m,1.0,2.0,2.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,== Growth == It is a strongly aromatic shrub growing a high a 1 to 2 metre ( 3.3 to 6.6 ft ) tall .
Lavandula_angustifolia,Herb,in,6.0,12.0,18.0,24.0,24.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"Dwarf Munstead , Munstead Blue and Munstead Variety ) L. angustifolia variety , 30 cm ( 12 in ) tall , having pink-purple to lavender-blue inflorescence that are slightly fragrant , named after Munstead Wood in Surrey , which wa the home of Gertrude Jekyll 'Sarah ' , grows to 15-60 cm ( 6-24 in ) , the flower are petite , a is the plant , used a a short edging , or a a very fragrant addition to the window box , dark violet flower 'Lady Lavender ' , grows to 45 cm ( 18 in ) , fragrant , gray-green foliage and lavender-blue flower in summer , prefers full sun , well-drained soil , low water , hardy to -30 °C ( –20 °F ) === Semi-dwarf cultivar === Bowles Early , Hidcote Variety , Loddon Blue , Martha Roderick , Jean Davis , Twickle Purple , Pink Perfume 'Hidcote ' ( syn ."
Lavandula_angustifolia,Herb,cm,15.0,30.0,45.0,60.0,60.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"Dwarf Munstead , Munstead Blue and Munstead Variety ) L. angustifolia variety , 30 cm ( 12 in ) tall , having pink-purple to lavender-blue inflorescence that are slightly fragrant , named after Munstead Wood in Surrey , which wa the home of Gertrude Jekyll 'Sarah ' , grows to 15-60 cm ( 6-24 in ) , the flower are petite , a is the plant , used a a short edging , or a a very fragrant addition to the window box , dark violet flower 'Lady Lavender ' , grows to 45 cm ( 18 in ) , fragrant , gray-green foliage and lavender-blue flower in summer , prefers full sun , well-drained soil , low water , hardy to -30 °C ( –20 °F ) === Semi-dwarf cultivar === Bowles Early , Hidcote Variety , Loddon Blue , Martha Roderick , Jean Davis , Twickle Purple , Pink Perfume 'Hidcote ' ( syn ."
Lavandula_angustifolia,Herb,in,15.0,20.0,20.0,24.0,24.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"40 to 50 cm ( 15 in to 20 in ) tall , with silver-gray foliage and deep violet-blue inflorescence , named after Hidcote Manor in England a it wa cultivated there by Major Lawrence Johnston 'Jean Davis ' 50-60 cm ( 20-24 in ) tall , up to 1 m ( 3 ft ) ."
Lavandula_angustifolia,Herb,cm,40.0,50.0,50.0,50.0,60.0,60.0,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"40 to 50 cm ( 15 in to 20 in ) tall , with silver-gray foliage and deep violet-blue inflorescence , named after Hidcote Manor in England a it wa cultivated there by Major Lawrence Johnston 'Jean Davis ' 50-60 cm ( 20-24 in ) tall , up to 1 m ( 3 ft ) ."
Lavandula_angustifolia,Herb,ft,3.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"40 to 50 cm ( 15 in to 20 in ) tall , with silver-gray foliage and deep violet-blue inflorescence , named after Hidcote Manor in England a it wa cultivated there by Major Lawrence Johnston 'Jean Davis ' 50-60 cm ( 20-24 in ) tall , up to 1 m ( 3 ft ) ."
Lavandula_angustifolia,Herb,m,1.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"40 to 50 cm ( 15 in to 20 in ) tall , with silver-gray foliage and deep violet-blue inflorescence , named after Hidcote Manor in England a it wa cultivated there by Major Lawrence Johnston 'Jean Davis ' 50-60 cm ( 20-24 in ) tall , up to 1 m ( 3 ft ) ."
Lavandula_angustifolia,Herb,in,15.0,20.0,20.0,24.0,24.0,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"40 to 50 cm ( 15 in to 20 in ) tall , with silver-gray foliage and deep violet-blue inflorescence , named after Hidcote Manor in England a it wa cultivated there by Major Lawrence Johnston 'Jean Davis ' 50-60 cm ( 20-24 in ) tall , up to 1 m ( 3 ft ) ."
Lavandula_angustifolia,Herb,cm,40.0,50.0,50.0,50.0,60.0,60.0,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"40 to 50 cm ( 15 in to 20 in ) tall , with silver-gray foliage and deep violet-blue inflorescence , named after Hidcote Manor in England a it wa cultivated there by Major Lawrence Johnston 'Jean Davis ' 50-60 cm ( 20-24 in ) tall , up to 1 m ( 3 ft ) ."
Lavandula_angustifolia,Herb,ft,3.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"40 to 50 cm ( 15 in to 20 in ) tall , with silver-gray foliage and deep violet-blue inflorescence , named after Hidcote Manor in England a it wa cultivated there by Major Lawrence Johnston 'Jean Davis ' 50-60 cm ( 20-24 in ) tall , up to 1 m ( 3 ft ) ."
Lavandula_angustifolia,Herb,m,1.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lavandula_angustifolia,"40 to 50 cm ( 15 in to 20 in ) tall , with silver-gray foliage and deep violet-blue inflorescence , named after Hidcote Manor in England a it wa cultivated there by Major Lawrence Johnston 'Jean Davis ' 50-60 cm ( 20-24 in ) tall , up to 1 m ( 3 ft ) ."
Leucophyllum_frutescens,House Plant,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Leucophyllum_frutescens,x
Liriope_muscari,Ground Cover,in,12.0,18.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Liriope_muscari,"== Botany == It is an understory plant in China , Japan , and Korea occurring in shady forest at elevation of 330–4,600 ft ( 101–1,402 m ) .It is a tufted , grass-like perennial which typically grows 30–45 cm ( 12–18 in ) tall and feature clump of strap-like , arching , glossy , dark green leaf to ½ inch wide ( 1.3 cm ) ."
Liriope_muscari,Ground Cover,cm,1.3,30.0,45.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Liriope_muscari,"== Botany == It is an understory plant in China , Japan , and Korea occurring in shady forest at elevation of 330–4,600 ft ( 101–1,402 m ) .It is a tufted , grass-like perennial which typically grows 30–45 cm ( 12–18 in ) tall and feature clump of strap-like , arching , glossy , dark green leaf to ½ inch wide ( 1.3 cm ) ."
Liriope_muscari,Ground Cover,ft,330.0,4600.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Liriope_muscari,"== Botany == It is an understory plant in China , Japan , and Korea occurring in shady forest at elevation of 330–4,600 ft ( 101–1,402 m ) .It is a tufted , grass-like perennial which typically grows 30–45 cm ( 12–18 in ) tall and feature clump of strap-like , arching , glossy , dark green leaf to ½ inch wide ( 1.3 cm ) ."
Liriope_muscari,Ground Cover,m,101.0,1402.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Liriope_muscari,"== Botany == It is an understory plant in China , Japan , and Korea occurring in shady forest at elevation of 330–4,600 ft ( 101–1,402 m ) .It is a tufted , grass-like perennial which typically grows 30–45 cm ( 12–18 in ) tall and feature clump of strap-like , arching , glossy , dark green leaf to ½ inch wide ( 1.3 cm ) ."
Lonicera_japonica,Vine,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lonicera_japonica,x
Lonicera_pileata,Shrub,m,1.0,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lonicera_pileata,"It is a low , ground-covering shrub growing to 1 m tall ."
Lonicera_sempervirens,Vine,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lonicera_sempervirens,x
Lunaria_annua,Perennial,in,12.0,35.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lunaria_annua,"== Description == It is an annual or biennial growing to 90 cm ( 35 in ) tall by 30 cm ( 12 in ) broad , with large , coarse , pointed oval leaf with marked serration ."
Lunaria_annua,Perennial,cm,30.0,90.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lunaria_annua,"== Description == It is an annual or biennial growing to 90 cm ( 35 in ) tall by 30 cm ( 12 in ) broad , with large , coarse , pointed oval leaf with marked serration ."
Lupinus_texensis,Annual,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lupinus_texensis,x
Magnolia_×_soulangeana,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Magnolia_%C3%97_soulangeana,x
Lemon_balm,Herb,in,28.0,59.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lemon_balm,"Lemon balm ( Melissa officinalis ) , balm , common balm , or balm mint , is a perennial herbaceous plant in the mint family Lamiaceae and native to south-central Europe , the Mediterranean Basin , Iran , and Central Asia , but now naturalized in the Americas and elsewhere.It grows to a maximum height of 70–150 cm ( 28–59 in ) ."
Lemon_balm,Herb,cm,70.0,150.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Lemon_balm,"Lemon balm ( Melissa officinalis ) , balm , common balm , or balm mint , is a perennial herbaceous plant in the mint family Lamiaceae and native to south-central Europe , the Mediterranean Basin , Iran , and Central Asia , but now naturalized in the Americas and elsewhere.It grows to a maximum height of 70–150 cm ( 28–59 in ) ."
Spearmint,Herb,in,12.0,39.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Spearmint,"It is 30–100 cm ( 12–39 in ) tall , with variably hairless to hairy stem and foliage , and a wide-spreading fleshy underground rhizome from which it grows ."
Spearmint,Herb,cm,30.0,100.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Spearmint,"It is 30–100 cm ( 12–39 in ) tall , with variably hairless to hairy stem and foliage , and a wide-spreading fleshy underground rhizome from which it grows ."
Miscanthus_sinensis,Grass (Ornamental),ft,3.0,7.0,13.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Miscanthus_sinensis,"It is an herbaceous perennial grass , growing to 0.8–2 m ( 3–7 ft ) tall , rarely 4 m ( 13 ft ) , forming dense clump from an underground rhizome ."
Miscanthus_sinensis,Grass (Ornamental),m,0.8,2.0,4.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Miscanthus_sinensis,"It is an herbaceous perennial grass , growing to 0.8–2 m ( 3–7 ft ) tall , rarely 4 m ( 13 ft ) , forming dense clump from an underground rhizome ."
Miscanthus_sinensis,Grass (Ornamental),in,7.0,30.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Miscanthus_sinensis,The leaf are 18–75 cm ( 7–30 in ) tall and 0.3–2 cm broad .
Miscanthus_sinensis,Grass (Ornamental),cm,0.3,2.0,18.0,75.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Miscanthus_sinensis,The leaf are 18–75 cm ( 7–30 in ) tall and 0.3–2 cm broad .
Muhlenbergia_capillaris,Grass (Ornamental),cm,30.0,60.0,90.0,90.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Muhlenbergia_capillaris,"Muhlenbergia capillaris , commonly known a the hairawn muhly , is a perennial sedge-like plant that grows to be about 30–90 cm ( 0.98–2.95 ft ) tall and 60–90 cm ( 2.0–3.0 ft ) wide ."
Muhlenbergia_capillaris,Grass (Ornamental),ft,0.98,2.0,2.95,3.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Muhlenbergia_capillaris,"Muhlenbergia capillaris , commonly known a the hairawn muhly , is a perennial sedge-like plant that grows to be about 30–90 cm ( 0.98–2.95 ft ) tall and 60–90 cm ( 2.0–3.0 ft ) wide ."
Muhlenbergia_capillaris,Grass (Ornamental),cm,30.0,60.0,90.0,90.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Muhlenbergia_capillaris,The muhly grass is a cespitose perennial that grows to be 30–90 cm ( 0.98–2.95 ft ) tall and 60–90 cm ( 2.0–3.0 ft ) wide .
Muhlenbergia_capillaris,Grass (Ornamental),ft,0.98,2.0,2.95,3.0,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Muhlenbergia_capillaris,The muhly grass is a cespitose perennial that grows to be 30–90 cm ( 0.98–2.95 ft ) tall and 60–90 cm ( 2.0–3.0 ft ) wide .
Muhlenbergia_capillaris,Grass (Ornamental),cm,60.0,150.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Muhlenbergia_capillaris,The seed stalk are 60–150 cm ( 2.0–4.9 ft ) tall .
Muhlenbergia_capillaris,Grass (Ornamental),ft,2.0,4.9,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Muhlenbergia_capillaris,The seed stalk are 60–150 cm ( 2.0–4.9 ft ) tall .
Muhlenbergia_dumosa,Grass (Ornamental),x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Muhlenbergia_dumosa,x
Muhlenbergia_lindheimeri,Grass (Ornamental),m,1.5,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Muhlenbergia_lindheimeri,"a it is useful a a green screen ( instead of Pampass grass ) , erosion control , water retention and nest material for many specie of birdsThis specie is a perennial grass forming clump of erect stem up to 1.5 meter tall ."
Myrica_cerifera,Tree,x,x,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Myrica_cerifera,x
Nandina,Shrub,ft,5.0,7.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Nandina,"== Description == Despite the common name , it is not a bamboo but an erect evergreen shrub up to 2 m ( 7 ft ) tall by 1.5 m ( 5 ft ) wide , with numerous , usually unbranched stem growing from ground level ."
Nandina,Shrub,m,1.5,2.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Nandina,"== Description == Despite the common name , it is not a bamboo but an erect evergreen shrub up to 2 m ( 7 ft ) tall by 1.5 m ( 5 ft ) wide , with numerous , usually unbranched stem growing from ground level ."
Nandina,Shrub,ft,0.5,x,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Nandina,"Fire Power – Height of 2 to 2 1/2 foot tall , is so-named for it impressive red fall and winter foliage ."
Nandina,Shrub,ft,0.5,3.0,x,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Nandina,"Gulfstream – Reaching 3 foot wide and 3 to 3 1/2 foot tall , it display orange-tinted , coppery young foliage that developed to turquoise in summer , then turn orange-red in fall ."
Nandina,Shrub,ft,4.0,6.0,6.0,x,x,x,x,x,x,x,https://en.wikipedia.org/wiki/Nandina,Moyer 's Red – A semi dwarf type that grows 4 to 6 foot tall that feature light-pink flower .
