Wiki link,common name,botanical name,status,common name worked,botanical name worked,both worked,search result url,missouribotanicalgarden url,page data
,Incense Cedar,Calocedrus Decurrens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Calocedrus+Decurrens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279586&isprofile=1&basic=Calocedrus+Decurrens,
,Marsh Marigold,Caltha Palustris,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Caltha+Palustris,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286073&isprofile=1&basic=Caltha+Palustris,
,Sweet Shrub,Calycanthus Floridus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Calycanthus+Floridus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278791&isprofile=1&basic=Calycanthus+Floridus,
,Small Camas,Camassia Quamash,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Camassia+Quamash,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278791&isprofile=1&basic=Calycanthus+Floridus,
,Camellia,Camellia Japonica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Camellia+Japonica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287331&isprofile=1&basic=Camellia+Japonica,
,Sasanqua Camellia,Camellia Sasanqua,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Camellia+Sasanqua,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287336&isprofile=1&basic=Camellia+Sasanqua,
,Tea Plant,Camellia Sinensis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Camellia+Sinensis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287342&isprofile=1&basic=Camellia+Sinensis,
,Carpathian Bellflower,Campanula Carpatica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Campanula+Carpatica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=260348&isprofile=1&basic=Campanula+Carpatica,
,Adriatic Bellflower,Campanula Garganica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Campanula+Garganica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=244576&isprofile=1&basic=Campanula+Garganica,
,Canterbury Bells,Campanula Medium,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Campanula+Medium,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=244576&isprofile=1&basic=Campanula+Garganica,
,Serbian Bellflower,Campanula Poscharskyana,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Campanula+Poscharskyana,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278835&isprofile=1&basic=Campanula+Poscharskyana,
,Bluebells Bellflower,Campanula Rotundifolia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Campanula+Rotundifolia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=278849&isprofile=1&basic=Campanula+Rotundifolia,
,Trumpet Vine,Campsis Radicans,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Campsis+Radicans,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277901&isprofile=1&basic=Campsis+Radicans,
,Golden Canna Lily,Canna Flaccida,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Canna+Flaccida,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277901&isprofile=1&basic=Campsis+Radicans,
,Marajuana - Sativa,Cannabis Sativa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cannabis+Sativa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277901&isprofile=1&basic=Campsis+Radicans,
,Siberian Peashrub,Caragana Arborescens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Caragana+Arborescens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280588&isprofile=1&basic=Caragana+Arborescens,
,Creek Sedge,Carex Amphibola,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carex+Amphibola,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280588&isprofile=1&basic=Caragana+Arborescens,
,Palm Sedge,Carex Muskingumensis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carex+Muskingumensis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279806&isprofile=1&basic=Carex+Muskingumensis,
,California Meadow Sedge,Carex Pansa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carex+Pansa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279806&isprofile=1&basic=Carex+Muskingumensis,
,Pennsylvania Sedge,Carex Pensylvanica,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carex+Pensylvanica,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279721&isprofile=1&basic=Carex+Pensylvanica,
,Plantain-Leaved Sedge,Carex Plantaginea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carex+Plantaginea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279721&isprofile=1&basic=Carex+Pensylvanica,
,Eastern Star Sedge,Carex Radiata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carex+Radiata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=299620&isprofile=1&basic=Carex+Radiata,
,Tussock Sedge,Carex Stricta,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carex+Stricta,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279745&isprofile=1&basic=Carex+Stricta,
,Papaya,Carica Papaya,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carica+Papaya,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279021&isprofile=1&basic=Carica+Papaya,
,Saguaro Cactus,Carnegiea Gigantea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carnegiea+Gigantea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279021&isprofile=1&basic=Carica+Papaya,
,America Hornbeam,Carpinus Caroliniana,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carpinus+Caroliniana,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277833&isprofile=1&basic=Carpinus+Caroliniana,
,Sour Fig,Carpobrotus Acinaciformis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Carpobrotus+Acinaciformis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277833&isprofile=1&basic=Carpinus+Caroliniana,
,Fishtail Palm,Caryota Mitis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Caryota+Mitis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277833&isprofile=1&basic=Carpinus+Caroliniana,
,Golden Shower Tree,Cassia Fistula,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cassia+Fistula,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280435&isprofile=1&basic=Cassia+Fistula,
,Gold Medallion Tree,Cassia Leptophylla,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cassia+Leptophylla,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280438&isprofile=1&basic=Cassia+Leptophylla,
,American Chestnut,Castanea Dentata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Castanea+Dentata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280744&isprofile=1&basic=Castanea+Dentata,
,Chinese Chestnut,Castanea Mollissima,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Castanea+Mollissima,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280731&isprofile=1&basic=Castanea+Mollissima,
,River She Oak,Casuarina Cunninghamiana,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Casuarina+Cunninghamiana,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=280731&isprofile=1&basic=Castanea+Mollissima,
,Western Catalpa,Catalpa Speciosa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Catalpa+Speciosa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277916&isprofile=1&basic=Catalpa+Speciosa,
,Blue Cupids Dart,Catananche Caerulea,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Catananche+Caerulea,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277287&isprofile=1&basic=Catananche+Caerulea,
,Vinca,Catharanthus Roseus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Catharanthus+Roseus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276071&isprofile=1&basic=Catharanthus+Roseus,
,Deodar Cedar,Cedrus Deodara,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cedrus+Deodara,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=245529&isprofile=1&basic=Cedrus+Deodara,
,American Bittersweet,Celastrus Scandens,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Celastrus+Scandens,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279117&isprofile=1&basic=Celastrus+Scandens,
,Sugarberry,Celtis Laevigata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Celtis+Laevigata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287403&isprofile=1&basic=Celtis+Laevigata,
,Common Hackberry,Celtis Occidentalis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Celtis+Occidentalis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=245541&isprofile=1&basic=Celtis+Occidentalis,
,Dusty Miller,Centaurea Cineraria,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Centaurea+Cineraria,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=245541&isprofile=1&basic=Celtis+Occidentalis,
,Persian Cornflower,Centaurea Dealbata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Centaurea+Dealbata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277644&isprofile=1&basic=Centaurea+Dealbata,
,Mountain Bluet,Centaurea Montana,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Centaurea+Montana,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=277292&isprofile=1&basic=Centaurea+Montana,
,Red Valerian,Centranthus Ruber,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Centranthus+Ruber,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287436&isprofile=1&basic=Centranthus+Ruber,
,Spreading Plum Yew,Cephalotaxus Harringtonia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cephalotaxus+Harringtonia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279143&isprofile=1&basic=Cephalotaxus+Harringtonia,
,Alpine Mouse-Ear,Cerastium Alpinum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cerastium+Alpinum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279143&isprofile=1&basic=Cephalotaxus+Harringtonia,
,Snow-in-Summer,Cerastium Tomentosum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cerastium+Tomentosum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279079&isprofile=1&basic=Cerastium+Tomentosum,
,St. John's Beard,Ceratonia Siliqua,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ceratonia+Siliqua,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279079&isprofile=1&basic=Cerastium+Tomentosum,
,Blue Hardy Plumbago Leadwort,Ceratostigma Plumbaginoides,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ceratostigma+Plumbaginoides,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285165&isprofile=1&basic=Ceratostigma+Plumbaginoides,
,Chinese Plumbago,Ceratostigma Willmottianum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Ceratostigma+Willmottianum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=285165&isprofile=1&basic=Ceratostigma+Plumbaginoides,
,Katsura,Cercidiphyllum Japonicum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cercidiphyllum+Japonicum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279148&isprofile=1&basic=Cercidiphyllum+Japonicum,
,Yellow Jessamine,Cestrum Aurantiacum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cestrum+Aurantiacum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279148&isprofile=1&basic=Cercidiphyllum+Japonicum,
,Night Blooming Jasmine,Cestrum Nocturnum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cestrum+Nocturnum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279148&isprofile=1&basic=Cercidiphyllum+Japonicum,
,Red Flowering Quince,Chaenomeles Speciosa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Chaenomeles+Speciosa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286547&isprofile=1&basic=Chaenomeles+Speciosa,
,Hinoki False Cypress,Chamaecyparis Obtusa,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Chamaecyparis+Obtusa,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279589&isprofile=1&basic=Chamaecyparis+Obtusa,
,Neanthe Bella Palm,Chamaedorea Elegans,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Chamaedorea+Elegans,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=276650&isprofile=1&basic=Chamaedorea+Elegans,
,European Fan Palm,Chamaerops Humilis,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Chamaerops+Humilis,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=299207&isprofile=1&basic=Chamaerops+Humilis,
,Geraldton Waxflower,Chamelaucium Uncinatum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Chamelaucium+Uncinatum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=299207&isprofile=1&basic=Chamaerops+Humilis,
,White Turtlehead,Chelone Glabra,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Chelone+Glabra,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286965&isprofile=1&basic=Chelone+Glabra,
,Spider Plant,Chlorophytum Comosum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Chlorophytum+Comosum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281868&isprofile=1&basic=Chlorophytum+Comosum,
,Coco Plum,Chrysobalanus Icaco,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Chrysobalanus+Icaco,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281868&isprofile=1&basic=Chlorophytum+Comosum,
,Camphor tree,Cinnamomum Camphora,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cinnamomum+Camphora,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=281868&isprofile=1&basic=Chlorophytum+Comosum,
,Grape Ivy,Cissus Rhombifolia,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Cissus+Rhombifolia,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287557&isprofile=1&basic=Grape+Ivy,
,Watermelon,Citrullus Lanatus,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Citrullus+Lanatus,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=279562&isprofile=1&basic=Citrullus+Lanatus,
,Kieffer Lime,Citrus Hystrix,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Citrus+Hystrix,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=291778&isprofile=1&basic=Citrus+Hystrix,
,Chandler Pummelo,Citrus Maxima,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Citrus+Maxima,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=286742&isprofile=1&basic=Citrus+Maxima,
,Clementine,Citrus Reticulata,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Citrus+Reticulata,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=244327&isprofile=1&basic=Citrus+Reticulata,
,Evergreen Clematis,Clematis Armandii,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Clematis+Armandii,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=244327&isprofile=1&basic=Citrus+Reticulata,
,Clerodendrum,Clerodendrum Quadriloculare,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Clerodendrum+Quadriloculare,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287498&isprofile=1&basic=Clerodendrum,
,Mary Jane Vine,Clerodendrum Speciosissimum,1,1,1,1,http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderProfileResults.aspx?basic=Clerodendrum+Speciosissimum,http://www.missouribotanicalgarden.org//PlantFinder/PlantFinderDetails.aspx?taxonid=287498&isprofile=1&basic=Clerodendrum,
